opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,engage_month,close_month,close_value,manager,regional_office,sector,year_established,revenue,employees,office_location,employee_size,time_to_close,time_to_close_bin
WFNKJ2LT,Maureen Marcano,MG Special,Plusstrip,Won,2017-06-20,2017-07-01,2017-06-01,2017-07-01,57,Summer Sewald,West,entertainment,2002,349810000,315,United States,0 - 1000,11,0 - 30 days
P7GCDFU8,Reed Clapper,GTX Basic,Massive Dynamic,Won,2017-06-20,2017-09-14,2017-06-01,2017-09-01,649,Rocco Neubert,East,entertainment,1989,665060000,1095,United States,1001 - 2500,86,61 - 90 days
96798U7Y,Rosie Papadopoulos,GTXPro,NA,Engaging,2017-06-20,NA,2017-06-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
O22J2QPD,Rosie Papadopoulos,GTXPro,Donware,Lost,2017-06-20,2017-08-15,2017-06-01,2017-08-01,0,Cara Losch,East,marketing,1999,1197440000,2570,United States,2051 - 5000,56,31 - 60 days
ACOJBA02,Versie Hillebrand,GTX Plus Pro,Finhigh,Won,2017-06-20,2017-07-01,2017-06-01,2017-07-01,4813,Dustin Brinkmann,Central,finance,2006,1102430000,1759,United States,1001 - 2500,11,0 - 30 days
2FGEGLVU,Vicki Laflamme,MG Special,Doncon,Lost,2017-06-20,2017-06-23,2017-06-01,2017-06-01,0,Celia Rouche,West,technology,2010,587720000,1501,United States,1001 - 2500,3,0 - 30 days
FQB53DQH,Vicki Laflamme,MG Special,Blackzim,Won,2017-06-20,2017-07-01,2017-06-01,2017-07-01,51,Celia Rouche,West,retail,2009,497110000,1588,United States,1001 - 2500,11,0 - 30 days
1C2V9RAO,Vicki Laflamme,MG Advanced,Goodsilron,Won,2017-06-20,2017-09-13,2017-06-01,2017-09-01,3241,Celia Rouche,West,marketing,2000,2952730000,5107,United States,5001 - 7500,85,61 - 90 days
MNTTYFR6,Violet Mclelland,MG Special,Initech,Lost,2017-06-20,2017-08-04,2017-06-01,2017-08-01,0,Cara Losch,East,telecommunications,1994,6395050000,20275,United States,10000 +,45,31 - 60 days
7FN6LV2E,Violet Mclelland,GTX Basic,Sumace,Won,2017-06-20,2017-09-12,2017-06-01,2017-09-01,592,Cara Losch,East,retail,2000,167890000,493,Romania,0 - 1000,84,61 - 90 days
B6Z5NFV0,Wilburn Farren,MG Advanced,NA,Engaging,2017-06-20,NA,2017-06-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
V8I2CE9V,Wilburn Farren,GTX Basic,Zotware,Won,2017-06-20,2017-09-20,2017-06-01,2017-09-01,506,Cara Losch,East,software,1979,4478470000,13809,United States,10000 +,92,90+ days
VH6OFWCV,Zane Levy,MG Advanced,NA,Engaging,2017-06-20,NA,2017-06-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
1FXXXLJY,Zane Levy,GTX Basic,Labdrill,Lost,2017-06-20,2017-09-25,2017-06-01,2017-09-01,0,Summer Sewald,West,medical,1985,2741370000,9226,United States,7501 - 10000,97,90+ days
NYI5VMXK,Anna Snelling,MG Advanced,Codehow,Won,2017-06-21,2017-09-06,2017-06-01,2017-09-01,3571,Dustin Brinkmann,Central,software,1998,2714900000,2641,United States,2051 - 5000,77,61 - 90 days
OJ1NQRDS,Cassey Cress,GTX Basic,The New York Inquirer,Lost,2017-06-21,2017-08-30,2017-06-01,2017-08-01,0,Rocco Neubert,East,medical,1996,439210000,792,United States,0 - 1000,70,61 - 90 days
Z9W748SJ,Cassey Cress,MG Special,Iselectrics,Won,2017-06-21,2017-07-03,2017-06-01,2017-07-01,60,Rocco Neubert,East,technology,2011,527110000,1428,United States,1001 - 2500,12,0 - 30 days
LWX9V7HI,Cassey Cress,MG Special,Konex,Won,2017-06-21,2017-09-15,2017-06-01,2017-09-01,59,Rocco Neubert,East,technology,1980,7708380000,13756,United States,10000 +,86,61 - 90 days
PAQOPSR0,Corliss Cosme,GTX Basic,Silis,Won,2017-06-21,2017-06-25,2017-06-01,2017-06-01,551,Cara Losch,East,medical,1994,2818380000,6290,United States,5001 - 7500,4,0 - 30 days
BJO4VYLK,Daniell Hammack,GTXPro,NA,Engaging,2017-06-21,NA,2017-06-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
AFQG21L7,Darcel Schlecht,GTXPro,Funholding,Lost,2017-06-21,2017-07-01,2017-06-01,2017-07-01,0,Melvin Marxen,Central,finance,1991,2819500000,7227,United States,5001 - 7500,10,0 - 30 days
RQJKAR7E,Darcel Schlecht,GTXPro,Isdom,Lost,2017-06-21,2017-07-02,2017-06-01,2017-07-01,0,Melvin Marxen,Central,medical,2002,3178240000,4540,United States,2051 - 5000,11,0 - 30 days
6BV9IARK,Darcel Schlecht,GTXPro,Isdom,Won,2017-06-21,2017-07-01,2017-06-01,2017-07-01,4826,Melvin Marxen,Central,medical,2002,3178240000,4540,United States,2051 - 5000,10,0 - 30 days
NTGU3NYS,Elease Gluck,MG Special,Green-Plus,Won,2017-06-21,2017-09-30,2017-06-01,2017-09-01,58,Celia Rouche,West,services,2003,692190000,1922,United States,1001 - 2500,101,90+ days
3F5AAJZB,Garret Kinder,GTXPro,Gekko & Co,Won,2017-06-21,2017-06-26,2017-06-01,2017-06-01,5622,Cara Losch,East,retail,1990,2520830000,3502,United States,2051 - 5000,5,0 - 30 days
RJH0CL3Z,Gladys Colclough,MG Special,Hottechi,Lost,2017-06-21,2017-07-02,2017-06-01,2017-07-01,0,Melvin Marxen,Central,technology,1997,8170380000,16499,Korea,10000 +,11,0 - 30 days
EK0KWGQX,Gladys Colclough,MG Advanced,Dontechi,Won,2017-06-21,2017-08-27,2017-06-01,2017-08-01,3177,Melvin Marxen,Central,software,1982,4618000000,10083,United States,10000 +,67,61 - 90 days
K33NPCAY,Kami Bicknell,MG Special,Fasehatice,Won,2017-06-21,2017-08-11,2017-06-01,2017-08-01,56,Summer Sewald,West,retail,1990,4968910000,7523,United States,7501 - 10000,51,31 - 60 days
14CNQKX8,Kary Hendrixson,GTXPro,NA,Engaging,2017-06-21,NA,2017-06-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
1LLRNE8G,Maureen Marcano,GTX Plus Basic,Kan-code,Won,2017-06-21,2017-09-22,2017-06-01,2017-09-01,990,Summer Sewald,West,software,1982,11698030000,34288,United States,10000 +,93,90+ days
EFWND7VS,Niesha Huffines,GTX Basic,Warephase,Won,2017-06-21,2017-09-30,2017-06-01,2017-09-01,587,Melvin Marxen,Central,services,1997,2041730000,5276,United States,5001 - 7500,101,90+ days
IR2D4ZG5,Rosie Papadopoulos,GTX Plus Pro,Bioplex,Won,2017-06-21,2017-06-27,2017-06-01,2017-06-01,6229,Cara Losch,East,medical,1991,326820000,1016,United States,1001 - 2500,6,0 - 30 days
BYBZJBC9,Versie Hillebrand,MG Special,Warephase,Lost,2017-06-21,2017-08-02,2017-06-01,2017-08-01,0,Dustin Brinkmann,Central,services,1997,2041730000,5276,United States,5001 - 7500,42,31 - 60 days
BO8DSRV7,Vicki Laflamme,GTX Plus Basic,Xx-holding,Won,2017-06-21,2017-09-23,2017-06-01,2017-09-01,1027,Celia Rouche,West,finance,1993,7537240000,20293,United States,10000 +,94,90+ days
LD1HNIUL,Vicki Laflamme,MG Advanced,Scotfind,Won,2017-06-21,2017-06-23,2017-06-01,2017-06-01,3559,Celia Rouche,West,software,1996,6354870000,16780,United States,10000 +,2,0 - 30 days
RX39Z0P1,Zane Levy,GTX Basic,Green-Plus,Won,2017-06-21,2017-08-28,2017-06-01,2017-08-01,506,Summer Sewald,West,services,2003,692190000,1922,United States,1001 - 2500,68,61 - 90 days
PFHUAJ47,Anna Snelling,MG Special,Gogozoom,Lost,2017-06-22,2017-07-03,2017-06-01,2017-07-01,0,Dustin Brinkmann,Central,telecommunications,2007,86680000,187,United States,0 - 1000,11,0 - 30 days
CKJZ86N6,Anna Snelling,MG Advanced,Genco Pura Olive Oil Company,Lost,2017-06-22,2017-08-11,2017-06-01,2017-08-01,0,Dustin Brinkmann,Central,retail,2007,894330000,1635,Italy,1001 - 2500,50,31 - 60 days
ASC1OWNE,Anna Snelling,GTX Plus Pro,Stanredtax,Won,2017-06-22,2017-09-12,2017-06-01,2017-09-01,6250,Dustin Brinkmann,Central,finance,1987,1698200000,3798,United States,2051 - 5000,82,61 - 90 days
WCEPUBH5,Cecily Lampkin,MG Advanced,Hottechi,Won,2017-06-22,2017-09-12,2017-06-01,2017-09-01,3510,Dustin Brinkmann,Central,technology,1997,8170380000,16499,Korea,10000 +,82,61 - 90 days
VHZFABAC,Daniell Hammack,MG Special,NA,Engaging,2017-06-22,NA,2017-06-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
VMIMPP6H,Daniell Hammack,GTX Plus Basic,Umbrella Corporation,Won,2017-06-22,2017-09-11,2017-06-01,2017-09-01,1078,Rocco Neubert,East,finance,1998,2022140000,5113,United States,5001 - 7500,81,61 - 90 days
B0XO4WY7,Donn Cantrell,GTX Basic,Massive Dynamic,Won,2017-06-22,2017-07-02,2017-06-01,2017-07-01,553,Rocco Neubert,East,entertainment,1989,665060000,1095,United States,1001 - 2500,10,0 - 30 days
VYPIKMKO,Jonathan Berthelot,GTX Basic,Toughzap,Won,2017-06-22,2017-08-27,2017-06-01,2017-08-01,612,Melvin Marxen,Central,retail,1995,332430000,799,United States,0 - 1000,66,61 - 90 days
VCD47XNB,Jonathan Berthelot,GTX Plus Basic,Funholding,Won,2017-06-22,2017-06-26,2017-06-01,2017-06-01,1033,Melvin Marxen,Central,finance,1991,2819500000,7227,United States,5001 - 7500,4,0 - 30 days
8QH99OEZ,Jonathan Berthelot,GTX Plus Basic,Inity,Won,2017-06-22,2017-09-13,2017-06-01,2017-09-01,1051,Melvin Marxen,Central,marketing,1986,2403580000,8801,United States,7501 - 10000,83,61 - 90 days
1DMERFNB,Kary Hendrixson,GTX Basic,Y-corporation,Won,2017-06-22,2017-09-22,2017-06-01,2017-09-01,628,Summer Sewald,West,employment,1983,2871350000,9561,United States,7501 - 10000,92,90+ days
FR8FT0ZX,Markita Hansen,GTX Plus Pro,Green-Plus,Won,2017-06-22,2017-09-04,2017-06-01,2017-09-01,4916,Celia Rouche,West,services,2003,692190000,1922,United States,1001 - 2500,74,61 - 90 days
DG7LABPD,Marty Freudenburg,MG Advanced,Stanredtax,Won,2017-06-22,2017-09-28,2017-06-01,2017-09-01,3590,Melvin Marxen,Central,finance,1987,1698200000,3798,United States,2051 - 5000,98,90+ days
ZMYUFTS9,Moses Frase,MG Advanced,Domzoom,Won,2017-06-22,2017-08-16,2017-06-01,2017-08-01,3207,Dustin Brinkmann,Central,entertainment,1998,217870000,551,United States,0 - 1000,55,31 - 60 days
P60EK5NN,Moses Frase,MG Advanced,Zumgoity,Won,2017-06-22,2017-09-21,2017-06-01,2017-09-01,2739,Dustin Brinkmann,Central,medical,1984,441080000,1210,United States,1001 - 2500,91,90+ days
YRYMSUE3,Niesha Huffines,GTX Basic,Gogozoom,Won,2017-06-22,2017-07-03,2017-06-01,2017-07-01,557,Melvin Marxen,Central,telecommunications,2007,86680000,187,United States,0 - 1000,11,0 - 30 days
UZOTC90C,Reed Clapper,GTXPro,Yearin,Won,2017-06-22,2017-06-30,2017-06-01,2017-06-01,5302,Rocco Neubert,East,retail,2005,2261050000,3851,United States,2051 - 5000,8,0 - 30 days
5AAN00N1,Versie Hillebrand,MG Special,Domzoom,Lost,2017-06-22,2017-08-26,2017-06-01,2017-08-01,0,Dustin Brinkmann,Central,entertainment,1998,217870000,551,United States,0 - 1000,65,61 - 90 days
JFHKBG40,Versie Hillebrand,MG Advanced,Zumgoity,Won,2017-06-22,2017-07-01,2017-06-01,2017-07-01,3465,Dustin Brinkmann,Central,medical,1984,441080000,1210,United States,1001 - 2500,9,0 - 30 days
10THTNLC,Zane Levy,GTX Plus Basic,NA,Engaging,2017-06-22,NA,2017-06-01,NA,NA,Summer Sewald,West,NA,NA,NA,NA,NA,NA,NA,NA
RJD0D0GD,Zane Levy,GTXPro,Zoomit,Won,2017-06-22,2017-09-06,2017-06-01,2017-09-01,4356,Summer Sewald,West,entertainment,1992,324190000,978,United States,0 - 1000,76,61 - 90 days
L9IXFTIL,Boris Faz,GTXPro,Gekko & Co,Won,2017-06-23,2017-09-21,2017-06-01,2017-09-01,5301,Rocco Neubert,East,retail,1990,2520830000,3502,United States,2051 - 5000,90,61 - 90 days
QU6CFZ22,Cassey Cress,MG Advanced,NA,Engaging,2017-06-23,NA,2017-06-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
HPBCTTV3,Cecily Lampkin,MG Advanced,Rangreen,Lost,2017-06-23,2017-07-04,2017-06-01,2017-07-01,0,Dustin Brinkmann,Central,technology,1987,2938670000,8775,Panama,7501 - 10000,11,0 - 30 days
48FB5MD2,Cecily Lampkin,MG Special,Treequote,Won,2017-06-23,2017-07-05,2017-06-01,2017-07-01,66,Dustin Brinkmann,Central,telecommunications,1988,5266090000,8595,United States,7501 - 10000,12,0 - 30 days
EJZM1INM,Corliss Cosme,GTX Basic,Vehement Capital Partners,Lost,2017-06-23,2017-07-03,2017-06-01,2017-07-01,0,Cara Losch,East,finance,1993,646100000,883,United States,0 - 1000,10,0 - 30 days
FKNT3I12,Corliss Cosme,GTXPro,Acme Corporation,Lost,2017-06-23,2017-07-01,2017-06-01,2017-07-01,0,Cara Losch,East,technology,1996,1100040000,2822,United States,2051 - 5000,8,0 - 30 days
BLY5FD3N,Corliss Cosme,GTX Plus Pro,Iselectrics,Won,2017-06-23,2017-07-01,2017-06-01,2017-07-01,5640,Cara Losch,East,technology,2011,527110000,1428,United States,1001 - 2500,8,0 - 30 days
LXLU6LFC,Daniell Hammack,MG Advanced,Kinnamplus,Lost,2017-06-23,2017-08-30,2017-06-01,2017-08-01,0,Rocco Neubert,East,retail,2004,702720000,1831,United States,1001 - 2500,68,61 - 90 days
A60QAIT3,Daniell Hammack,GTX Plus Basic,Kan-code,Won,2017-06-23,2017-09-28,2017-06-01,2017-09-01,1291,Rocco Neubert,East,software,1982,11698030000,34288,United States,10000 +,97,90+ days
RQ3BV2I5,Daniell Hammack,GTXPro,Mathtouch,Won,2017-06-23,2017-09-27,2017-06-01,2017-09-01,3729,Rocco Neubert,East,marketing,1984,3027460000,9516,Jordan,7501 - 10000,96,90+ days
W8CSV90F,Darcel Schlecht,GTXPro,Treequote,Lost,2017-06-23,2017-08-23,2017-06-01,2017-08-01,0,Melvin Marxen,Central,telecommunications,1988,5266090000,8595,United States,7501 - 10000,61,61 - 90 days
0W6S0ODT,Gladys Colclough,MG Special,Conecom,Won,2017-06-23,2017-07-03,2017-06-01,2017-07-01,49,Melvin Marxen,Central,technology,2005,1520660000,1806,United States,1001 - 2500,10,0 - 30 days
408AHOYL,Hayden Neloms,MG Advanced,Singletechno,Lost,2017-06-23,2017-07-03,2017-06-01,2017-07-01,0,Celia Rouche,West,retail,1996,2214940000,5374,United States,5001 - 7500,10,0 - 30 days
557JX4BM,Hayden Neloms,GTX Plus Basic,Plusstrip,Won,2017-06-23,2017-09-12,2017-06-01,2017-09-01,1099,Celia Rouche,West,entertainment,2002,349810000,315,United States,0 - 1000,81,61 - 90 days
QPZFP9WT,Kary Hendrixson,GTXPro,Labdrill,Lost,2017-06-23,2017-07-04,2017-06-01,2017-07-01,0,Summer Sewald,West,medical,1985,2741370000,9226,United States,7501 - 10000,11,0 - 30 days
L5T284M7,Lajuana Vencill,MG Advanced,Condax,Lost,2017-06-23,2017-07-03,2017-06-01,2017-07-01,0,Dustin Brinkmann,Central,medical,2017,4540000,9,United States,0 - 1000,10,0 - 30 days
G17TENJ4,Marty Freudenburg,MG Advanced,Konmatfix,Lost,2017-06-23,2017-09-22,2017-06-01,2017-09-01,0,Melvin Marxen,Central,marketing,1985,375430000,1190,United States,1001 - 2500,91,90+ days
VRSTX620,Niesha Huffines,GTX Plus Basic,Condax,Won,2017-06-23,2017-07-02,2017-06-01,2017-07-01,932,Melvin Marxen,Central,medical,2017,4540000,9,United States,0 - 1000,9,0 - 30 days
Y9VWZ93C,Reed Clapper,GTX Basic,Silis,Lost,2017-06-23,2017-07-01,2017-06-01,2017-07-01,0,Rocco Neubert,East,medical,1994,2818380000,6290,United States,5001 - 7500,8,0 - 30 days
Y6IIUECA,Reed Clapper,GTX Plus Basic,Donquadtech,Won,2017-06-23,2017-07-04,2017-06-01,2017-07-01,880,Rocco Neubert,East,technology,1992,1712680000,3194,United States,2051 - 5000,11,0 - 30 days
LXWQDEU3,Reed Clapper,GTXPro,Ganjaflex,Won,2017-06-23,2017-09-18,2017-06-01,2017-09-01,4801,Rocco Neubert,East,retail,1995,5158710000,17479,Japan,10000 +,87,61 - 90 days
P1E4KWF7,Rosie Papadopoulos,MG Special,Konex,Won,2017-06-23,2017-07-01,2017-06-01,2017-07-01,59,Cara Losch,East,technology,1980,7708380000,13756,United States,10000 +,8,0 - 30 days
BN84DD6H,Versie Hillebrand,MG Special,Finhigh,Lost,2017-06-23,2017-07-05,2017-06-01,2017-07-01,0,Dustin Brinkmann,Central,finance,2006,1102430000,1759,United States,1001 - 2500,12,0 - 30 days
R8MZ10BW,Versie Hillebrand,MG Special,Ron-tech,Won,2017-06-23,2017-09-29,2017-06-01,2017-09-01,52,Dustin Brinkmann,Central,medical,1992,3922420000,6837,United States,5001 - 7500,98,90+ days
PI8RROK0,Versie Hillebrand,MG Advanced,Stanredtax,Won,2017-06-23,2017-09-21,2017-06-01,2017-09-01,2949,Dustin Brinkmann,Central,finance,1987,1698200000,3798,United States,2051 - 5000,90,61 - 90 days
GID40O2B,Vicki Laflamme,GTXPro,Doncon,Lost,2017-06-23,2017-07-06,2017-06-01,2017-07-01,0,Celia Rouche,West,technology,2010,587720000,1501,United States,1001 - 2500,13,0 - 30 days
BJOY31DL,Violet Mclelland,MG Special,Betasoloin,Engaging,2017-06-23,NA,2017-06-01,NA,NA,Cara Losch,East,medical,1999,251410000,495,United States,0 - 1000,NA,NA
KDRIBXNQ,Violet Mclelland,MG Special,Konex,Won,2017-06-23,2017-08-15,2017-06-01,2017-08-01,50,Cara Losch,East,technology,1980,7708380000,13756,United States,10000 +,53,31 - 60 days
TCK6V290,Violet Mclelland,MG Advanced,Plussunin,Won,2017-06-23,2017-06-30,2017-06-01,2017-06-01,3863,Cara Losch,East,retail,2003,1419980000,4018,United States,2051 - 5000,7,0 - 30 days
O9WYT5ST,Zane Levy,GTXPro,Kan-code,Engaging,2017-06-23,NA,2017-06-01,NA,NA,Summer Sewald,West,software,1982,11698030000,34288,United States,10000 +,NA,NA
VFZ5GB3W,Zane Levy,GTX Basic,Golddex,Lost,2017-06-23,2017-07-04,2017-06-01,2017-07-01,0,Summer Sewald,West,finance,2008,52500000,165,United States,0 - 1000,11,0 - 30 days
UKSS5YPE,Anna Snelling,MG Special,Stanredtax,Won,2017-06-24,2017-07-02,2017-06-01,2017-07-01,64,Dustin Brinkmann,Central,finance,1987,1698200000,3798,United States,2051 - 5000,8,0 - 30 days
EBLSL27F,Boris Faz,GTX Plus Pro,NA,Engaging,2017-06-24,NA,2017-06-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
13FIM9V3,Corliss Cosme,GTXPro,NA,Engaging,2017-06-24,NA,2017-06-01,NA,NA,Cara Losch,East,NA,NA,NA,NA,NA,NA,NA,NA
RDDUG8VD,Corliss Cosme,GTX Plus Basic,Umbrella Corporation,Lost,2017-06-24,2017-07-03,2017-06-01,2017-07-01,0,Cara Losch,East,finance,1998,2022140000,5113,United States,5001 - 7500,9,0 - 30 days
Z3QJESWJ,Corliss Cosme,GTX Plus Pro,Kinnamplus,Won,2017-06-24,2017-08-22,2017-06-01,2017-08-01,5038,Cara Losch,East,retail,2004,702720000,1831,United States,1001 - 2500,59,31 - 60 days
PYIQ65W0,Corliss Cosme,GTXPro,Zotware,Won,2017-06-24,2017-07-02,2017-06-01,2017-07-01,5088,Cara Losch,East,software,1979,4478470000,13809,United States,10000 +,8,0 - 30 days
RGRUF328,Gladys Colclough,MG Special,Statholdings,Won,2017-06-24,2017-08-14,2017-06-01,2017-08-01,48,Melvin Marxen,Central,employment,1997,291270000,586,United States,0 - 1000,51,31 - 60 days
TLSSOOVB,Hayden Neloms,GTX Plus Basic,Dalttechnology,Lost,2017-06-24,2017-07-04,2017-06-01,2017-07-01,0,Celia Rouche,West,software,2013,98790000,96,United States,0 - 1000,10,0 - 30 days
74KGIZW4,Kary Hendrixson,GTXPro,Betasoloin,Engaging,2017-06-24,NA,2017-06-01,NA,NA,Summer Sewald,West,medical,1999,251410000,495,United States,0 - 1000,NA,NA
2YBEN3MV,Kary Hendrixson,GTX Plus Basic,Green-Plus,Lost,2017-06-24,2017-09-08,2017-06-01,2017-09-01,0,Summer Sewald,West,services,2003,692190000,1922,United States,1001 - 2500,76,61 - 90 days
EFA9E6WV,Kary Hendrixson,GTX Plus Pro,Lexiqvolax,Won,2017-06-24,2017-09-30,2017-06-01,2017-09-01,5056,Summer Sewald,West,medical,2004,1618890000,3889,United States,2051 - 5000,98,90+ days
YTSX7IW3,Markita Hansen,MG Special,Blackzim,Won,2017-06-24,2017-07-02,2017-06-01,2017-07-01,59,Celia Rouche,West,retail,2009,497110000,1588,United States,1001 - 2500,8,0 - 30 days
86DMJ7GA,Maureen Marcano,GTX Plus Basic,Cheers,Lost,2017-06-24,2017-08-20,2017-06-01,2017-08-01,0,Summer Sewald,West,entertainment,1993,4269899999.9999995,6472,United States,5001 - 7500,57,31 - 60 days
CMD0758L,Maureen Marcano,GTX Basic,Faxquote,Won,2017-06-24,2017-08-21,2017-06-01,2017-08-01,562,Summer Sewald,West,telecommunications,1995,1825820000,5595,United States,5001 - 7500,58,31 - 60 days
CM5MFWCO,Moses Frase,MG Special,Codehow,Won,2017-06-24,2017-09-10,2017-06-01,2017-09-01,63,Dustin Brinkmann,Central,software,1998,2714900000,2641,United States,2051 - 5000,78,61 - 90 days
0MNAGD91,Moses Frase,MG Advanced,Betatech,Won,2017-06-24,2017-07-05,2017-06-01,2017-07-01,3355,Dustin Brinkmann,Central,medical,1986,647180000,1185,Kenya,1001 - 2500,11,0 - 30 days
HSYU33MS,Vicki Laflamme,MG Special,NA,Engaging,2017-06-24,NA,2017-06-01,NA,NA,Celia Rouche,West,NA,NA,NA,NA,NA,NA,NA,NA
9S749GJD,Violet Mclelland,MG Advanced,Bluth Company,Lost,2017-06-24,2017-07-05,2017-06-01,2017-07-01,0,Cara Losch,East,technology,1993,1242320000,3027,United States,2051 - 5000,11,0 - 30 days
LBZY9VUG,Violet Mclelland,MG Special,Massive Dynamic,Won,2017-06-24,2017-09-17,2017-06-01,2017-09-01,55,Cara Losch,East,entertainment,1989,665060000,1095,United States,1001 - 2500,85,61 - 90 days
6UUTR15S,Zane Levy,GTX Plus Pro,Newex,Won,2017-06-24,2017-09-23,2017-06-01,2017-09-01,4059,Summer Sewald,West,services,1991,1012720000,3492,Germany,2051 - 5000,91,90+ days
DVPYKS4A,Cassey Cress,MG Advanced,Bubba Gump,Lost,2017-06-25,2017-07-04,2017-06-01,2017-07-01,0,Rocco Neubert,East,software,2002,987390000,2253,United States,1001 - 2500,9,0 - 30 days
9SRU5CI6,Cecily Lampkin,GTX Plus Basic,Codehow,Won,2017-06-25,2017-08-09,2017-06-01,2017-08-01,1128,Dustin Brinkmann,Central,software,1998,2714900000,2641,United States,2051 - 5000,45,31 - 60 days
Z6R4KJFU,Daniell Hammack,GTXPro,NA,Engaging,2017-06-25,NA,2017-06-01,NA,NA,Rocco Neubert,East,NA,NA,NA,NA,NA,NA,NA,NA
GZ5M7MIQ,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,2017-06-25,2017-07-01,2017-06-01,2017-07-01,0,Melvin Marxen,Central,technology,2005,1520660000,1806,United States,1001 - 2500,6,0 - 30 days
CM2GVLV6,Darcel Schlecht,GTX Plus Pro,Ron-tech,Won,2017-06-25,2017-07-08,2017-06-01,2017-07-01,5536,Melvin Marxen,Central,medical,1992,3922420000,6837,United States,5001 - 7500,13,0 - 30 days
NZB45UZX,Darcel Schlecht,GTXPro,Genco Pura Olive Oil Company,Won,2017-06-25,2017-09-03,2017-06-01,2017-09-01,4964,Melvin Marxen,Central,retail,2007,894330000,1635,Italy,1001 - 2500,70,61 - 90 days
T2J83GFD,Darcel Schlecht,MG Special,Domzoom,Won,2017-06-25,2017-07-03,2017-06-01,2017-07-01,54,Melvin Marxen,Central,entertainment,1998,217870000,551,United States,0 - 1000,8,0 - 30 days
28S2Z15A,Darcel Schlecht,MG Special,Ron-tech,Won,2017-06-25,2017-08-02,2017-06-01,2017-08-01,56,Melvin Marxen,Central,medical,1992,3922420000,6837,United States,5001 - 7500,38,31 - 60 days
WOJBLO4B,Donn Cantrell,GTX Plus Pro,Vehement Capital Partners,Lost,2017-06-25,2017-07-02,2017-06-01,2017-07-01,0,Rocco Neubert,East,finance,1993,646100000,883,United States,0 - 1000,7,0 - 30 days
788SW6EX,Donn Cantrell,GTXPro,Gekko & Co,Lost,2017-06-25,2017-08-19,2017-06-01,2017-08-01,0,Rocco Neubert,East,retail,1990,2520830000,3502,United States,2051 - 5000,55,31 - 60 days
EUOA0E47,Donn Cantrell,MG Advanced,Zotware,Won,2017-06-25,2017-07-05,2017-06-01,2017-07-01,3423,Rocco Neubert,East,software,1979,4478470000,13809,United States,10000 +,10,0 - 30 days
S9ZUMLSY,Elease Gluck,MG Special,J-Texon,Lost,2017-06-25,2017-09-13,2017-06-01,2017-09-01,0,Celia Rouche,West,retail,1989,1388670000,3583,United States,2051 - 5000,80,61 - 90 days
0UCQUW6U,Garret Kinder,MG Advanced,Umbrella Corporation,Lost,2017-06-25,2017-07-07,2017-06-01,2017-07-01,0,Cara Losch,East,finance,1998,2022140000,5113,United States,5001 - 7500,12,0 - 30 days
07FRJ44N,Gladys Colclough,GTX Plus Pro,Cancity,Lost,2017-06-25,2017-07-03,2017-06-01,2017-07-01,0,Melvin Marxen,Central,retail,2001,718620000,2448,United States,1001 - 2500,8,0 - 30 days
NMN9DVEV,Gladys Colclough,GTX Plus Basic,Rangreen,Won,2017-06-25,2017-09-14,2017-06-01,2017-09-01,1102,Melvin Marxen,Central,technology,1987,2938670000,8775,Panama,7501 - 10000,81,61 - 90 days
95V8BLR2,Kami Bicknell,GTX Basic,Goodsilron,Won,2017-06-25,2017-09-22,2017-06-01,2017-09-01,519,Summer Sewald,West,marketing,2000,2952730000,5107,United States,5001 - 7500,89,61 - 90 days
BDGB4NS0,Kary Hendrixson,GTX Plus Pro,Hatfan,Lost,2017-06-25,2017-07-02,2017-06-01,2017-07-01,0,Summer Sewald,West,services,1982,792460000,1299,United States,1001 - 2500,7,0 - 30 days
SPHS260Y,Kary Hendrixson,MG Special,Hatfan,Lost,2017-06-25,2017-08-27,2017-06-01,2017-08-01,0,Summer Sewald,West,services,1982,792460000,1299,United States,1001 - 2500,63,61 - 90 days
O9L7KMPU,Lajuana Vencill,GTX Plus Basic,Isdom,Lost,2017-06-25,2017-08-27,2017-06-01,2017-08-01,0,Dustin Brinkmann,Central,medical,2002,3178240000,4540,United States,2051 - 5000,63,61 - 90 days
FGES2PQ2,Lajuana Vencill,MG Advanced,Bioholding,Lost,2017-06-25,2017-07-04,2017-06-01,2017-07-01,0,Dustin Brinkmann,Central,medical,2012,587340000,1356,Philipines,1001 - 2500,9,0 - 30 days
