order_number,line_item,order_month,order_date,delivery_date,customer_key,store_key,product_key,quantity,gender,name,city,state_code,state,zip_code,birthday,product_name,brand,color,unit_cost_usd,unit_price_usd,sales_usd,subcategory_key,subcategory,category_key,category,first_purchase_date,age_in_days,unique_purchase_count,repeat_customer
1520032,1,2019-02-01,2019-02-28,2019-03-05,1219391,0,1721,8,Male,Oscar Sullivan,Morristown,NJ,New Jersey,7960,1980-07-05,MGS Rise of Nations: Rise of Legends M290,Tailspin Toys,Black,32.25,70.13,561.04,0702,Download Games,07,Games and Toys,2019-02-28,723,3,1
1520032,2,2019-02-01,2019-02-28,2019-03-05,1219391,0,1492,1,Male,Oscar Sullivan,Morristown,NJ,New Jersey,7960,1980-07-05,The Phone Company Smart phones 4 GB of Memory M300 White,The Phone Company,White,109.91000000000001,239,239,0504,Smart phones & PDAs,05,Cell phones,2019-02-28,723,3,1
1520046,1,2019-02-01,2019-02-28,2019-03-03,1635142,0,427,2,Female,Roxanna Harding,Minneapolis,MN,Minnesota,55401,1968-08-31,Adventure Works Desktop PC3.0 MS300 Black,Adventure Works,Black,215.68,469,938,0303,Desktops,03,Computers,2019-02-28,723,1,0
1522022,1,2019-03-01,2019-03-02,2019-03-07,1693067,0,1617,1,Female,Melissa Howard,Oklahoma City,OK,Oklahoma,73102,1938-02-14,Contoso DVD Player M110 Silver,Contoso,Silver,26.67,57.99,57.99,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-08-10,925,5,1
1522022,2,2019-03-01,2019-03-02,2019-03-07,1693067,0,1432,1,Female,Melissa Howard,Oklahoma City,OK,Oklahoma,73102,1938-02-14,The Phone Company Touch Screen Phones Infrared M901 Grey,The Phone Company,Grey,137.96,300,300,0503,Touch Screen Phones,05,Cell phones,2018-08-10,925,5,1
1522022,3,2019-03-01,2019-03-02,2019-03-07,1693067,0,1550,4,Female,Melissa Howard,Oklahoma City,OK,Oklahoma,73102,1938-02-14,The Phone Company PDA Palm 3.5 inch M810 Silver,The Phone Company,Silver,128.76,280,1120,0504,Smart phones & PDAs,05,Cell phones,2018-08-10,925,5,1
1522022,4,2019-03-01,2019-03-02,2019-03-07,1693067,0,2512,2,Female,Melissa Howard,Oklahoma City,OK,Oklahoma,73102,1938-02-14,Contoso Bluetooth Active Headphones L15 Black,Contoso,Black,43.07,129.99,259.98,0505,Cell phones Accessories,05,Cell phones,2018-08-10,925,5,1
1522022,5,2019-03-01,2019-03-02,2019-03-07,1693067,0,1680,6,Female,Melissa Howard,Oklahoma City,OK,Oklahoma,73102,1938-02-14,MGS Hand Games for students E400 Silver,Tailspin Toys,Silver,3.56,6.99,41.94,0701,Boxed Games,07,Games and Toys,2018-08-10,925,5,1
1522035,1,2019-03-01,2019-03-02,2019-03-04,1203222,0,1462,3,Male,David Thiele,Baltimore,MD,Maryland,21201,1987-11-18,Contoso Touch Screen Phones 4-Wire/ Built-in M205 Black,Contoso,Black,123.24000000000001,268,804,0503,Touch Screen Phones,05,Cell phones,2016-09-17,1617,2,1
1522035,2,2019-03-01,2019-03-02,2019-03-04,1203222,0,1847,7,Male,David Thiele,Baltimore,MD,Maryland,21201,1987-11-18,NT Washer & Dryer 27in L2700 White,Northwind Traders,White,878.9599999999999,2652.9,18570.3,0801,Washers & Dryers,08,Home Appliances,2016-09-17,1617,2,1
1523000,1,2019-03-01,2019-03-03,2019-03-06,1669230,0,557,1,Female,Stacey Holz,Bakersfield,CA,California,93307,1982-02-17,Proseware Screen 125in X1609 White,Proseware,White,152.08,459,459,0305,Projectors & Screens,03,Computers,2019-03-03,720,2,1
1523000,2,2019-03-01,2019-03-03,2019-03-06,1669230,0,1834,1,Female,Stacey Holz,Bakersfield,CA,California,93307,1982-02-17,Litware Washer & Dryer 24in M260 Silver,Litware,Silver,836.03,1818,1818,0801,Washers & Dryers,08,Home Appliances,2019-03-03,720,2,1
1523001,1,2019-03-01,2019-03-03,2019-03-04,1533381,0,54,2,Female,Morgan Herman,River Edge,NJ,New Jersey,7649,1987-02-18,WWI 4GB Video Recording Pen X200 Red,Wide World Importers,Red,98.07,296,592,0104,Recording Pen,01,Audio,2016-05-24,1733,3,1
1523001,2,2019-03-01,2019-03-03,2019-03-04,1533381,0,398,2,Female,Morgan Herman,River Edge,NJ,New Jersey,7649,1987-02-18,WWI Laptop12 M0120 White,Wide World Importers,White,195.23999999999998,382.95,765.9,0301,Laptops,03,Computers,2016-05-24,1733,3,1
1523001,3,2019-03-01,2019-03-03,2019-03-04,1533381,0,1496,2,Female,Morgan Herman,River Edge,NJ,New Jersey,7649,1987-02-18,The Phone Company Smart phones 320 x 320 M86 White,The Phone Company,White,132.44,288,576,0504,Smart phones & PDAs,05,Cell phones,2016-05-24,1733,3,1
1524007,1,2019-03-01,2019-03-04,2019-03-07,1677739,0,1675,8,Male,Kevin Alvarez,Falls Church,VA,Virginia,22042,1962-10-11,MGS Hand Games men M300 Red,Tailspin Toys,Red,3.17,6.89,55.12,0701,Boxed Games,07,Games and Toys,2016-02-01,1846,2,1
1524007,2,2019-03-01,2019-03-04,2019-03-07,1677739,0,15,5,Male,Kevin Alvarez,Falls Church,VA,Virginia,22042,1962-10-11,Contoso 4GB Flash MP3 Player E401 White,Contoso,White,35.720000000000006,77.67999999999999,388.4,0101,MP4&MP3,01,Audio,2016-02-01,1846,2,1
1524013,1,2019-03-01,2019-03-04,2019-03-10,1671672,0,1866,3,Male,James Hey,Richmond,VA,Virginia,23220,2001-06-13,NT Washer & Dryer 15.5in E1550 Green,Northwind Traders,Green,509.78,999.9,2999.7,0801,Washers & Dryers,08,Home Appliances,2017-02-01,1480,1,0
1525001,1,2019-03-01,2019-03-05,2019-03-08,2079441,0,348,1,Female,Jade Verbrugghen,Nashville,TN,Tennessee,37204,1953-11-14,Fabrikam Laptop15.4W M5480 White,Fabrikam,White,348.58,758,758,0301,Laptops,03,Computers,2019-03-05,718,1,0
1525015,1,2019-03-01,2019-03-05,2019-03-09,1728306,0,2035,2,Male,Eric Coleman,Laingsburg,MI,Michigan,48848,1951-08-16,Litware Microwave 0.9CuFt E090 Grey,Litware,Grey,50.98,99.99000000000001,199.98000000000002,0803,Microwaves,08,Home Appliances,2017-10-04,1235,1,0
1525019,1,2019-03-01,2019-03-05,2019-03-06,2038257,0,161,2,Male,Inunnguaq Rasmussen,Elkhart,IN,Indiana,46516,1966-10-22,"Adventure Works 52"" LCD HDTV X790W Silver",Adventure Works,Silver,527.53,1592.2,3184.4,0201,Televisions,02,TV and Video,2019-03-05,718,1,0
1525022,1,2019-03-01,2019-03-05,2019-03-11,1821463,0,2028,10,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,1972-08-23,Litware Microwave 1.0CuFt E110 Silver,Litware,Silver,71.36999999999999,139.99,1399.9,0803,Microwaves,08,Home Appliances,2019-03-05,718,5,1
1525022,2,2019-03-01,2019-03-05,2019-03-11,1821463,0,1818,4,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,1972-08-23,MGS Train Simulator 2009 E174,Tailspin Toys,Blue,16.310000000000002,32,128,0702,Download Games,07,Games and Toys,2019-03-05,718,5,1
1525022,3,2019-03-01,2019-03-05,2019-03-11,1821463,0,1470,7,Female,Willie Cunningham,Owensboro,KY,Kentucky,42301,1972-08-23,The Phone Company Smart phones without camera E100 Black,The Phone Company,Black,65.77,129,903,0504,Smart phones & PDAs,05,Cell phones,2019-03-05,718,5,1
1525025,1,2019-03-01,2019-03-05,2019-03-06,1572525,0,416,3,Female,Judy Arambula,Hordville,NE,Nebraska,68846,1986-10-10,Adventure Works Desktop PC2.33 XD233 Silver,Adventure Works,Silver,321.05,969,2907,0303,Desktops,03,Computers,2016-06-01,1725,4,1
1525025,2,2019-03-01,2019-03-05,2019-03-06,1572525,0,556,5,Female,Judy Arambula,Hordville,NE,Nebraska,68846,1986-10-10,Proseware Projector 480p DLP12 White,Proseware,White,254.4,499,2495,0305,Projectors & Screens,03,Computers,2016-06-01,1725,4,1
1525025,3,2019-03-01,2019-03-05,2019-03-06,1572525,0,738,9,Female,Judy Arambula,Hordville,NE,Nebraska,68846,1986-10-10,Proseware Color Ink Jet Fax with 5.8 GHz Cordless Handset X250 Green,Proseware,Green,75.54,228,2052,0306,"Printers, Scanners & Fax",03,Computers,2016-06-01,1725,4,1
1525025,4,2019-03-01,2019-03-05,2019-03-06,1572525,0,1451,9,Female,Judy Arambula,Hordville,NE,Nebraska,68846,1986-10-10,The Phone Company Touch Screen Phones 4-Wire/ Built-in M205 Gold,The Phone Company,Gold,123.24000000000001,268,2412,0503,Touch Screen Phones,05,Cell phones,2016-06-01,1725,4,1
1526005,1,2019-03-01,2019-03-06,2019-03-10,1691521,0,2493,4,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.739999999999998,24.99,99.96,0505,Cell phones Accessories,05,Cell phones,2016-06-09,1717,7,1
1526005,2,2019-03-01,2019-03-06,2019-03-10,1691521,0,84,1,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,NT Wireless Bluetooth Stereo Headphones M402 Red,Northwind Traders,Red,45.98,99.99000000000001,99.99000000000001,0106,Bluetooth Headphones,01,Audio,2016-06-09,1717,7,1
1526005,3,2019-03-01,2019-03-06,2019-03-10,1691521,0,2053,4,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,Litware Microwave 0.9CuFt E090 Blue,Litware,Blue,50.98,99.99000000000001,399.96000000000004,0803,Microwaves,08,Home Appliances,2016-06-09,1717,7,1
1526005,4,2019-03-01,2019-03-06,2019-03-10,1691521,0,681,1,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,Proseware Scan Jet Digital Flat Bed Scanner M300 Grey,Proseware,Grey,55.64,121,121,0306,"Printers, Scanners & Fax",03,Computers,2016-06-09,1717,7,1
1526005,5,2019-03-01,2019-03-06,2019-03-10,1691521,0,1003,1,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,A. Datum Ultra Compact Digital Camera M190 Orange,A. Datum,Orange,75.88,165,165,0401,Digital Cameras,04,Cameras and camcorders,2016-06-09,1717,7,1
1526005,6,2019-03-01,2019-03-06,2019-03-10,1691521,0,507,3,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,Adventure Works LCD20 M210 White,Adventure Works,White,119.11,259,777,0304,Monitors,03,Computers,2016-06-09,1717,7,1
1526005,7,2019-03-01,2019-03-06,2019-03-10,1691521,0,504,1,Female,Marie Slayden,Lavaca,AR,Arkansas,72941,1993-12-07,Adventure Works LCD24W X300 White,Adventure Works,White,287.91999999999996,869,869,0304,Monitors,03,Computers,2016-06-09,1717,7,1
1526007,1,2019-03-01,2019-03-06,2019-03-11,1930815,0,1672,3,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,1939-04-24,MGS Hand Games for Office worker L299 Black,Tailspin Toys,Black,5.6,16.89,50.67,0701,Boxed Games,07,Games and Toys,2019-02-01,750,3,1
1526007,2,2019-03-01,2019-03-06,2019-03-11,1930815,0,1700,7,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,1939-04-24,SV Hand Games women M40 Red,Southridge Video,Red,4.08,8.88,62.160000000000004,0701,Boxed Games,07,Games and Toys,2019-02-01,750,3,1
1526007,3,2019-03-01,2019-03-06,2019-03-11,1930815,0,1724,2,Female,Nikolina Topic,Asheville,NC,North Carolina,28801,1939-04-24,MGS Fable: The Lost Chapters E107,Tailspin Toys,Silver,28.55,56,112,0702,Download Games,07,Games and Toys,2019-02-01,750,3,1
1526018,1,2019-03-01,2019-03-06,2019-03-08,1918030,0,1809,1,Male,Uwe Mayer,Metairie,LA,Louisiana,70001,2001-08-14,MGS Bicycle Board Games2009 E165,Tailspin Toys,Blue,16.310000000000002,32,32,0702,Download Games,07,Games and Toys,2018-05-21,1006,1,0
1526023,1,2019-03-01,2019-03-06,2019-03-13,1422501,0,2497,5,Female,Michelle Rice,Hickory Hills,IL,Illinois,60457,1966-04-25,Headphone Adapter for Contoso Phone E130 White,Contoso,White,5.09,9.99,49.95,0505,Cell phones Accessories,05,Cell phones,2017-11-25,1183,4,1
1527005,1,2019-03-01,2019-03-07,2019-03-10,1742432,0,14,1,Female,Leah Ellis,Bloomfield Township,MI,Michigan,48302,1944-03-02,Contoso 4GB Flash MP3 Player E401 Silver,Contoso,Silver,35.720000000000006,77.67999999999999,77.67999999999999,0101,MP4&MP3,01,Audio,2019-03-07,716,1,0
1527021,1,2019-03-01,2019-03-07,2019-03-12,2087679,0,432,3,Female,Iveta Stejskalová,Oklahoma City,OK,Oklahoma,73107,1996-11-11,Adventure Works Desktop PC1.80 ED182 Brown,Adventure Works,Brown,254.86,499.9,1499.6999999999998,0303,Desktops,03,Computers,2019-03-07,716,1,0
1527026,1,2019-03-01,2019-03-07,2019-03-08,2047895,0,1665,5,Male,Damir Jelic,Tampa,FL,Florida,33619,1987-06-25,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,24.950000000000003,0701,Boxed Games,07,Games and Toys,2017-03-16,1437,3,1
1527026,2,2019-03-01,2019-03-07,2019-03-08,2047895,0,1656,4,Male,Damir Jelic,Tampa,FL,Florida,33619,1987-06-25,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,639.96,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-03-16,1437,3,1
1527026,3,2019-03-01,2019-03-07,2019-03-08,2047895,0,92,1,Male,Damir Jelic,Tampa,FL,Florida,33619,1987-06-25,NT Wireless Transmitter and Bluetooth Headphones M150 Red,Northwind Traders,Red,49.690000000000005,149.99,149.99,0106,Bluetooth Headphones,01,Audio,2017-03-16,1437,3,1
1528017,1,2019-03-01,2019-03-08,2019-03-12,1839336,0,1780,3,Male,Jesus Perryman,Camillus,NY,New York,13031,2000-11-03,MGS Zoo Tycoon 2: African Adventure 2008 E136,Tailspin Toys,Blue,21.919999999999998,43,129,0702,Download Games,07,Games and Toys,2017-08-05,1295,5,1
1528017,2,2019-03-01,2019-03-08,2019-03-12,1839336,0,1530,10,Male,Jesus Perryman,Camillus,NY,New York,13031,2000-11-03,The Phone Company PDA Handheld 3.7 inch M630 Black,The Phone Company,Black,122.32,266,2660,0504,Smart phones & PDAs,05,Cell phones,2017-08-05,1295,5,1
1528017,3,2019-03-01,2019-03-08,2019-03-12,1839336,0,2087,3,Male,Jesus Perryman,Camillus,NY,New York,13031,2000-11-03,Contoso Water Heater 4.0GPM M1250 White,Contoso,White,363.75,791,2373,0804,Water Heaters,08,Home Appliances,2017-08-05,1295,5,1
1529007,1,2019-03-01,2019-03-09,2019-03-13,1627599,0,1782,1,Male,David McNutt,Challenge,CA,California,95925,2001-02-28,MGS Zoo Tycoon 2: End Range Species Expansion Pack 2008 E138,Tailspin Toys,Silver,21.919999999999998,43,43,0702,Download Games,07,Games and Toys,2019-03-09,714,1,0
1529013,1,2019-03-01,2019-03-09,2019-03-12,1226395,0,2473,1,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,Litware 20'' Weather-Shield Performance Box Fan E1601 Yellow,Litware,Yellow,15.29,29.99,29.99,0808,Fans,08,Home Appliances,2017-06-27,1334,6,1
1529013,2,2019-03-01,2019-03-09,2019-03-12,1226395,0,2493,3,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,Cigarette Lighter Adapter for Contoso Phones E110 Red,Contoso,Red,12.739999999999998,24.99,74.97,0505,Cell phones Accessories,05,Cell phones,2017-06-27,1334,6,1
1529013,3,2019-03-01,2019-03-09,2019-03-12,1226395,0,1761,3,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,MGS Combat Flight Simulator 2 M400,Tailspin Toys,Black,33.75,73.39,220.17000000000002,0702,Download Games,07,Games and Toys,2017-06-27,1334,6,1
1529013,4,2019-03-01,2019-03-09,2019-03-12,1226395,0,1670,2,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,MGS Hand Games women M400 Black,Tailspin Toys,Black,4.13,8.99,17.98,0701,Boxed Games,07,Games and Toys,2017-06-27,1334,6,1
1529013,5,2019-03-01,2019-03-09,2019-03-12,1226395,0,1697,1,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,SV Hand Games for kids E30 Red,Southridge Video,Red,2.75,5.39,5.39,0701,Boxed Games,07,Games and Toys,2017-06-27,1334,6,1
1529013,6,2019-03-01,2019-03-09,2019-03-12,1226395,0,1295,2,Male,Darryl Stec,Bridgeport,CT,Connecticut,6604,1945-09-05,Contoso Telephoto Conversion Lens X400 Black,Contoso,Black,197.14,595,1190,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders,2017-06-27,1334,6,1
1529015,1,2019-03-01,2019-03-09,2019-03-15,2051822,0,2025,7,Female,Petra Fišerová,Monticello,UT,Utah,84535,1976-10-12,Litware Microwave 1.5CuFt X110 Silver,Litware,Silver,220.64,665.9399999999999,4661.58,0803,Microwaves,08,Home Appliances,2019-03-09,714,4,1
1529015,2,2019-03-01,2019-03-09,2019-03-15,2051822,0,1730,6,Female,Petra Fišerová,Monticello,UT,Utah,84535,1976-10-12,MGS Dungeon Siege: Legends of Aranna M330,Tailspin Toys,Blue,35.720000000000006,77.67999999999999,466.0799999999999,0702,Download Games,07,Games and Toys,2019-03-09,714,4,1
1529015,3,2019-03-01,2019-03-09,2019-03-15,2051822,0,1475,2,Female,Petra Fišerová,Monticello,UT,Utah,84535,1976-10-12,The Phone Company Smart phones 6-LINE SCREEN M21 Black,The Phone Company,Black,105.77,230,460,0504,Smart phones & PDAs,05,Cell phones,2019-03-09,714,4,1
1529015,4,2019-03-01,2019-03-09,2019-03-15,2051822,0,1604,1,Female,Petra Fišerová,Monticello,UT,Utah,84535,1976-10-12,SV DVD 14-Inch Player Portable L100 Black,Southridge Video,Black,86.14,259.98999999999995,259.98999999999995,0602,Movie DVD,06,"Music, Movies and Audio Books",2019-03-09,714,4,1
1529021,1,2019-03-01,2019-03-09,2019-03-14,1706944,0,1652,6,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,Contoso DVD 12-Inch Player Portable M400 Silver,Contoso,Silver,82.77,179.99,1079.94,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-07,1171,6,1
1529021,2,2019-03-01,2019-03-09,2019-03-14,1706944,0,433,1,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,Adventure Works Desktop PC2.33 XD233 White,Adventure Works,White,321.05,969,969,0303,Desktops,03,Computers,2017-12-07,1171,6,1
1529021,3,2019-03-01,2019-03-09,2019-03-14,1706944,0,931,7,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,SV 2GB Laptop memory E800 Silver,Southridge Video,Silver,28.04,55,385,0308,Computers Accessories,03,Computers,2017-12-07,1171,6,1
1529021,4,2019-03-01,2019-03-09,2019-03-14,1706944,0,1686,9,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,SV Hand Games for students E40 Yellow,Southridge Video,Yellow,3.56,6.99,62.910000000000004,0701,Boxed Games,07,Games and Toys,2017-12-07,1171,6,1
1529021,5,2019-03-01,2019-03-09,2019-03-14,1706944,0,158,2,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,"Adventure Works 37"" 1080p LCD HDTV M150W Black",Adventure Works,Black,505.85,1099.99,2199.98,0201,Televisions,02,TV and Video,2017-12-07,1171,6,1
1529021,6,2019-03-01,2019-03-09,2019-03-14,1706944,0,1572,2,Female,Elizabeth Davidson,Leeds,AL,Alabama,35004,1940-03-24,SV DVD Player M110 Silver,Southridge Video,Silver,26.67,57.99,115.98,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-07,1171,6,1
1529041,1,2019-03-01,2019-03-09,2019-03-11,1214232,0,1146,2,Female,Jennifer Piotrowski,Prattsville,NY,New York,12468,1992-04-20,"Fabrikam Home and vacation moviemaker 1/3"" 8.5mm M200 Blue",Fabrikam,Blue,291.09,633,1266,0405,Camcorders,04,Cameras and camcorders,2018-11-24,819,1,0
1530000,1,2019-03-01,2019-03-10,2019-03-14,1948390,0,1448,3,Female,Laura Sousa,Madison,WI,Wisconsin,53703,1997-02-28,The Phone Company Touch Screen Phones 5-Wire/Built-in M500 Gold,The Phone Company,Gold,117.73,256,768,0503,Touch Screen Phones,05,Cell phones,2017-09-30,1239,10,1
1530000,2,2019-03-01,2019-03-10,2019-03-14,1948390,0,706,1,Female,Laura Sousa,Madison,WI,Wisconsin,53703,1997-02-28,Proseware Fax Machine E100 White,Proseware,White,40.28,79,79,0306,"Printers, Scanners & Fax",03,Computers,2017-09-30,1239,10,1
1530000,3,2019-03-01,2019-03-10,2019-03-14,1948390,0,1425,3,Female,Laura Sousa,Madison,WI,Wisconsin,53703,1997-02-28,"The Phone Company Touch Screen Phone 1600 TFT-2.2"" L200 Grey",The Phone Company,Grey,175.26999999999998,529,1587,0503,Touch Screen Phones,05,Cell phones,2017-09-30,1239,10,1
1530000,4,2019-03-01,2019-03-10,2019-03-14,1948390,0,1145,3,Female,Laura Sousa,Madison,WI,Wisconsin,53703,1997-02-28,"Fabrikam Home and Vacation Moviemaker 1/2"" 3mm M300 Orange",Fabrikam,Orange,260.28,566,1698,0405,Camcorders,04,Cameras and camcorders,2017-09-30,1239,10,1
1530003,1,2019-03-01,2019-03-10,2019-03-13,1435081,0,420,3,Female,Jane Trejo,Tinley Park,IL,Illinois,60477,1977-12-31,Adventure Works Desktop PC1.80 ED182 Silver,Adventure Works,Silver,254.86,499.9,1499.6999999999998,0303,Desktops,03,Computers,2019-03-10,713,2,1
1530003,2,2019-03-01,2019-03-10,2019-03-13,1435081,0,1247,2,Female,Jane Trejo,Tinley Park,IL,Illinois,60477,1977-12-31,Contoso Rechargeable Li-Ion Battery Pack E300 Silver,Contoso,Silver,25.49,49.99,99.98,0406,Cameras & Camcorders Accessories,04,Cameras and camcorders,2019-03-10,713,2,1
1531018,1,2019-03-01,2019-03-11,2019-03-16,1513428,0,648,3,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,Proseware Fax Machine E100 Black,Proseware,Black,40.28,79,237,0306,"Printers, Scanners & Fax",03,Computers,2017-12-27,1151,7,1
1531018,2,2019-03-01,2019-03-11,2019-03-16,1513428,0,1614,6,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,SV DVD 14-Inch Player Portable L100 White,Southridge Video,White,86.14,259.98999999999995,1559.9399999999996,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-27,1151,7,1
1531018,3,2019-03-01,2019-03-11,2019-03-16,1513428,0,1424,2,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,The Phone Company Touch Screen Phones - LCD M12 Black,The Phone Company,Black,91.97,200,400,0503,Touch Screen Phones,05,Cell phones,2017-12-27,1151,7,1
1531018,4,2019-03-01,2019-03-11,2019-03-16,1513428,0,2507,3,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,Contoso Rubberized Snap-On Cover Hard Case Cell Phone Protector E160 White,Contoso,White,2.42,4.74,14.22,0505,Cell phones Accessories,05,Cell phones,2017-12-27,1151,7,1
1531018,5,2019-03-01,2019-03-11,2019-03-16,1513428,0,2496,8,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,Headphone Adapter for Contoso Phone E130 Silver,Contoso,Silver,5.09,9.99,79.92,0505,Cell phones Accessories,05,Cell phones,2017-12-27,1151,7,1
1531018,6,2019-03-01,2019-03-11,2019-03-16,1513428,0,424,1,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,Adventure Works Desktop PC1.60 ED160 Black,Adventure Works,Black,137.63,269.95,269.95,0303,Desktops,03,Computers,2017-12-27,1151,7,1
1531018,7,2019-03-01,2019-03-11,2019-03-16,1513428,0,1635,2,Male,Vincent Goodwin,Buffalo,NY,New York,14216,1998-11-01,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,Silver,7.58,22.89,45.78,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-27,1151,7,1
1532000,1,2019-03-01,2019-03-12,2019-03-14,1956301,0,1656,3,Female,Heike Kruger,Warrenton,GA,Georgia,30828,1954-01-09,Contoso DVD 9-Inch Player Portable M300 White,Contoso,White,73.57,159.99,479.97,0602,Movie DVD,06,"Music, Movies and Audio Books",2016-11-11,1562,1,0
1532009,1,2019-03-01,2019-03-12,2019-03-18,1782682,0,1643,5,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,Contoso DVD External DVD Burner M200 Grey,Contoso,Grey,26.62,57.879999999999995,289.4,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-05-30,997,12,1
1532009,2,2019-03-01,2019-03-12,2019-03-18,1782682,0,159,2,Male,Christopher Backus,Grand Rapids,MI,Michigan,49503,1962-04-14,"Adventure Works 37"" 1080p LCD HDTV M150W White",Adventure Works,White,505.85,1099.99,2199.98,0201,Televisions,02,TV and Video,2018-05-30,997,12,1
1532024,1,2019-03-01,2019-03-12,2019-03-19,1965850,0,2102,1,Male,Joso Grgic,Los Angeles,CA,California,90017,1984-09-04,Contoso Water Heater 4.0GPM M1250 Silver,Contoso,Silver,363.75,791,791,0804,Water Heaters,08,Home Appliances,2019-03-12,711,1,0
1533010,1,2019-03-01,2019-03-13,2019-03-17,2034681,0,1635,1,Male,Wlodek Gorski,Reading,PA,Pennsylvania,19601,1955-02-08,Contoso DVD 60 DVD Storage Binder L20 Silver,Contoso,Silver,7.58,22.89,22.89,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-16,1162,4,1
1533010,2,2019-03-01,2019-03-13,2019-03-17,2034681,0,1328,3,Male,Wlodek Gorski,Reading,PA,Pennsylvania,19601,1955-02-08,Contoso behind Centrex X15 Black,Contoso,Black,16.56,49.99,149.97,0501,Home & Office Phones,05,Cell phones,2017-12-16,1162,4,1
1533010,3,2019-03-01,2019-03-13,2019-03-17,2034681,0,1665,4,Male,Wlodek Gorski,Reading,PA,Pennsylvania,19601,1955-02-08,MGS Hand Games for 12-16 boys E600 Yellow,Tailspin Toys,Yellow,2.54,4.99,19.96,0701,Boxed Games,07,Games and Toys,2017-12-16,1162,4,1
1533010,4,2019-03-01,2019-03-13,2019-03-17,2034681,0,1607,7,Male,Wlodek Gorski,Reading,PA,Pennsylvania,19601,1955-02-08,SV DVD 12-Inch Player Portable M400 Silver,Southridge Video,Silver,82.77,179.99,1259.93,0602,Movie DVD,06,"Music, Movies and Audio Books",2017-12-16,1162,4,1
1533011,1,2019-03-01,2019-03-13,2019-03-21,1279175,0,38,7,Male,Kevin Gross,Winner,SD,South Dakota,57580,1974-10-07,Contoso 8GB Clock & Radio MP3 Player X850 Black,Contoso,Black,99.14,299.22999999999996,2094.6099999999997,0101,MP4&MP3,01,Audio,2018-07-04,962,2,1
1533011,2,2019-03-01,2019-03-13,2019-03-21,1279175,0,1636,4,Male,Kevin Gross,Winner,SD,South Dakota,57580,1974-10-07,Contoso DVD 55DVD Storage Binder M56 Silver,Contoso,Silver,5.819999999999999,12.66,50.64,0602,Movie DVD,06,"Music, Movies and Audio Books",2018-07-04,962,2,1
1533018,1,2019-03-01,2019-03-13,2019-03-18,1456078,0,1180,6,Male,Jesus Braaten,Round Lake,IL,Illinois,60073,1940-06-18,Fabrikam Independent filmmaker 1'' 25mm X400 White,Fabrikam,White,530.11,1600,9600,0405,Camcorders,04,Cameras and camcorders,2018-05-04,1023,4,1
